Latitude,Longitude,median_U,median_V
17.6825,-66.431,-0.07,-0.02
17.6825,-66.3752,-0.09,-0.02
17.6825,-66.3195,-0.1,-0.03
17.6825,-66.2638,-0.1,-0.02
17.6825,-66.208,-0.1,-0.02
17.6825,-66.1523,-0.08,-0.02
17.6825,-66.0965,-0.08,0.0
17.6825,-66.0408,-0.07500000000000001,0.01
17.6825,-65.9851,-0.05,0.035
17.6825,-65.9293,-0.02,0.06
17.6825,-65.8736,-0.01,0.07
17.6825,-65.8178,0.015,0.09
17.6825,-65.7621,0.02,0.1
17.6825,-65.7064,0.04,0.09
17.6825,-65.6506,0.04,0.05
17.6825,-65.5949,0.06,0.02
17.6825,-65.5391,0.02,0.01
17.6825,-65.4834,0.0,-0.04
17.7364,-68.0474,0.065,-0.12
17.7364,-67.9917,-0.01,-0.01
17.7364,-67.936,-0.01,0.02
17.7364,-67.8802,0.01,0.0
17.7364,-67.8245,0.01,0.03
17.7364,-67.7687,0.01,0.05
17.7364,-67.713,0.02,0.07500000000000001
17.7364,-67.6573,0.03,0.11
17.7364,-67.6015,0.03,0.14
17.7364,-67.5458,0.02,0.13
17.7364,-67.49,0.01,0.12
17.7364,-67.4343,0.02,0.09
17.7364,-67.3786,0.0,0.06
17.7364,-67.3228,0.0,0.05
17.7364,-67.2671,0.02,0.03
17.7364,-67.2113,0.04,0.01
17.7364,-67.1556,0.03,-0.02
17.7364,-67.0999,0.01,-0.02
17.7364,-67.0441,0.0,-0.03
17.7364,-66.9884,0.01,-0.01
17.7364,-66.9326,0.0,0.01
17.7364,-66.8769,-0.01,0.02
17.7364,-66.8212,-0.01,0.02
17.7364,-66.7654,-0.02,0.0
17.7364,-66.7097,-0.02,-0.02
17.7364,-66.6539,-0.02,-0.03
17.7364,-66.5982,-0.03,-0.05
17.7364,-66.5425,-0.05,-0.03
17.7364,-66.4867,-0.05,-0.02
17.7364,-66.431,-0.06,-0.01
17.7364,-66.3752,-0.07,0.0
17.7364,-66.3195,-0.08,-0.01
17.7364,-66.2638,-0.09,-0.02
17.7364,-66.208,-0.09,-0.02
17.7364,-66.1523,-0.08,-0.03
17.7364,-66.0965,-0.08,-0.01
17.7364,-66.0408,-0.08,0.01
17.7364,-65.9851,-0.07,0.02
17.7364,-65.9293,-0.04,0.05
17.7364,-65.8736,-0.02,0.07
17.7364,-65.8178,-0.01,0.07
17.7364,-65.7621,0.01,0.1
17.7364,-65.7064,0.03,0.08
17.7364,-65.6506,0.05,0.04
17.7364,-65.5949,0.01,-0.01
17.7903,-67.9917,-0.01,0.0
17.7903,-67.936,0.02,-0.02
17.7903,-67.8802,0.03,0.01
17.7903,-67.8245,0.02,0.01
17.7903,-67.7687,0.02,0.04
17.7903,-67.713,0.03,0.09
17.7903,-67.6573,0.04,0.11
17.7903,-67.6015,0.04,0.15
17.7903,-67.5458,0.03,0.15
17.7903,-67.49,0.03,0.13
17.7903,-67.4343,0.02,0.1
17.7903,-67.3786,0.02,0.06
17.7903,-67.3228,0.01,0.04
17.7903,-67.2671,0.01,0.02
17.7903,-67.2113,0.03,0.01
17.7903,-67.1556,0.0,-0.02
17.7903,-67.0999,-0.02,-0.01
17.7903,-67.0441,-0.04,-0.03
17.7903,-66.9884,-0.03,-0.03
17.7903,-66.9326,-0.01,0.02
17.7903,-66.8769,-0.01,0.02
17.7903,-66.8212,-0.01,0.01
17.7903,-66.7654,-0.03,-0.03
17.7903,-66.7097,-0.03,-0.04
17.7903,-66.6539,-0.01,-0.03
17.7903,-66.5982,-0.05,-0.04
17.7903,-66.5425,-0.03,-0.05
17.7903,-66.4867,-0.01,-0.01
17.7903,-66.431,-0.01,0.015
17.7903,-66.3752,-0.03,0.02
17.7903,-66.3195,-0.06,0.0
17.7903,-66.2638,-0.08,-0.02
17.7903,-66.208,-0.08,-0.04
17.7903,-66.1523,-0.08,-0.06
17.7903,-66.0965,-0.09,-0.04
17.7903,-66.0408,-0.12,-0.01
17.7903,-65.9851,-0.13,0.02
17.7903,-65.9293,-0.06,0.04
17.7903,-65.8736,-0.06,0.05
17.7903,-65.8178,-0.05,0.07
17.7903,-65.7621,-0.05,0.08499999999999999
17.7903,-65.7064,-0.03,0.125
17.8443,-67.936,-0.02,0.13
17.8443,-67.8802,0.05,0.01
17.8443,-67.8245,0.04,0.0
17.8443,-67.7687,0.05,0.0
17.8443,-67.713,0.06,0.05
17.8443,-67.6573,0.06,0.1
17.8443,-67.6015,0.05,0.14
17.8443,-67.5458,0.05,0.16
17.8443,-67.49,0.04,0.14
17.8443,-67.4343,0.03,0.1
17.8443,-67.3786,0.02,0.06
17.8443,-67.3228,0.0,0.04
17.8443,-67.2671,-0.02,0.02
17.8443,-67.2113,-0.01,0.01
17.8443,-67.1556,-0.01,-0.01
17.8443,-67.0999,-0.02,-0.02
17.8443,-67.0441,-0.05,-0.02
17.8443,-66.9884,-0.04,0.0
17.8443,-66.9326,-0.02,0.01
17.8443,-66.8769,-0.02,0.01
17.8443,-66.8212,-0.03,-0.04
17.8443,-66.7654,-0.04,-0.04
17.8443,-66.7097,-0.05,-0.04
17.8443,-66.6539,-0.06,-0.04
17.8443,-66.5982,-0.02,-0.04
17.8443,-66.5425,0.0,-0.04
17.8443,-66.4867,0.04,0.0
17.8443,-66.431,0.0,-0.02
17.8443,-66.208,-0.065,-0.12000000000000001
17.8443,-66.1523,-0.11,-0.2
17.8443,-66.0965,-0.13,-0.13
17.8443,-66.0408,-0.14,-0.04
17.8443,-65.9851,-0.2,0.03
17.8443,-65.9293,-0.195,0.05
17.8443,-65.8736,-0.175,0.05
17.8443,-65.8178,-0.11,0.06
17.8982,-67.9917,0.01,0.08
17.8982,-67.936,0.0,0.16
17.8982,-67.8802,0.06,-0.04
17.8982,-67.8245,0.05,-0.04
17.8982,-67.7687,0.05,-0.03
17.8982,-67.713,0.09,-0.03
17.8982,-67.6573,0.09,0.04
17.8982,-67.6015,0.07,0.1
17.8982,-67.5458,0.05,0.14
17.8982,-67.49,0.04,0.14
17.8982,-67.4343,0.02,0.1
17.8982,-67.3786,0.0,0.06
17.8982,-67.3228,-0.02,0.04
17.8982,-67.2671,-0.02,0.02
17.8982,-67.2113,-0.01,0.01
17.8982,-67.1556,-0.02,0.0
17.8982,-67.0999,-0.02,0.0
17.8982,-67.0441,-0.04,0.0
17.8982,-66.9884,-0.055,0.01
17.8982,-66.9326,-0.07,0.02
17.8982,-66.8769,-0.07,0.01
17.8982,-66.8212,-0.05,-0.1
17.8982,-66.7654,-0.07,-0.05
17.8982,-66.7097,-0.1,-0.03
17.8982,-66.6539,-0.07,-0.03
17.8982,-66.5982,0.0,-0.03
17.8982,-66.5425,0.03,-0.02
17.8982,-66.4867,0.09,0.02
17.8982,-66.0965,-0.175,-0.08499999999999999
17.8982,-66.0408,-0.135,-0.035
17.9522,-67.936,0.0,0.21
17.9522,-67.8802,0.05,-0.05
17.9522,-67.8245,0.04,-0.06
17.9522,-67.7687,0.04,-0.05
17.9522,-67.713,0.06,-0.02
17.9522,-67.6573,0.1,-0.01
17.9522,-67.6015,0.09,0.045
17.9522,-67.5458,0.07,0.09
17.9522,-67.49,0.05,0.11
17.9522,-67.4343,0.02,0.1
17.9522,-67.3786,-0.01,0.08
17.9522,-67.3228,-0.02,0.05
17.9522,-67.2671,-0.05,0.04
18.0061,-67.8245,0.02,-0.08
18.0061,-67.7687,0.02,-0.09
18.0061,-67.713,0.02,-0.04
18.0061,-67.6573,0.04,0.0
18.0061,-67.6015,0.05,0.04
18.0061,-67.5458,0.04,0.07
18.0061,-67.49,0.0,0.12
18.0061,-67.4343,-0.02,0.11
18.0061,-67.3786,-0.01,0.08
18.0061,-67.3414,0.005,0.1
18.0061,-67.3228,-0.03,0.05
18.0061,-67.2671,-0.05,0.04
18.0061,-67.2113,-0.05,0.02
18.0241,-67.36,0.03,0.15
18.0241,-67.3228,0.02,0.12
18.0241,-67.3042,0.03,0.09
18.0241,-67.2857,0.02,0.07
18.0241,-67.2671,0.05,0.11
18.0421,-67.3971,-0.01,0.12
18.0421,-67.3786,0.02,0.11
18.0421,-67.36,0.02,0.08
18.0421,-67.3414,0.0,0.09
18.0421,-67.3228,0.0,0.065
18.0421,-67.3042,-0.06,0.03
18.0421,-67.2857,-0.03,0.03
18.0421,-67.2671,0.0,0.02
18.0421,-67.2485,0.0,0.02
18.0421,-67.2299,-0.11,0.02
18.06,-67.7687,0.0,-0.18
18.06,-67.713,0.0,-0.1
18.06,-67.6573,0.0,-0.05
18.06,-67.6015,0.02,0.02
18.06,-67.5458,0.01,0.09
18.06,-67.49,-0.04,0.13
18.06,-67.4343,-0.04,0.1
18.06,-67.4157,-0.03,0.12
18.06,-67.3786,-0.03,0.07
18.06,-67.36,0.0,0.06
18.06,-67.3414,-0.02,0.025
18.06,-67.3228,-0.05,0.04
18.06,-67.3042,-0.06,0.03
18.06,-67.2857,-0.05,0.02
18.06,-67.2671,-0.05,0.02
18.06,-67.2485,-0.03,0.0
18.06,-67.2299,-0.02,0.0
18.06,-67.2113,-0.04,0.01
18.078,-67.4715,-0.06,0.12
18.078,-67.4343,-0.05,0.12
18.078,-67.4157,-0.02,0.055
18.078,-67.3971,-0.01,0.07
18.078,-67.3786,-0.01,0.05
18.078,-67.36,-0.02,0.02
18.078,-67.3414,-0.02,0.02
18.078,-67.3228,-0.05,0.04
18.078,-67.3042,-0.07,0.03
18.078,-67.2857,-0.07,0.01
18.078,-67.2671,-0.045,0.01
18.078,-67.2485,-0.04,0.0
18.078,-67.2299,-0.04,-0.01
18.078,-67.2113,-0.03,0.0
18.096,-67.49,-0.05,0.09
18.096,-67.4529,-0.07,0.12
18.096,-67.4343,-0.06,0.09
18.096,-67.4157,-0.035,0.07
18.096,-67.3971,-0.03,0.01
18.096,-67.3786,-0.02,0.0
18.096,-67.36,-0.03,0.03
18.096,-67.3414,-0.03,0.025
18.096,-67.3228,-0.07,0.04
18.096,-67.3042,-0.08,0.03
18.096,-67.2857,-0.08,0.02
18.096,-67.2671,-0.06,0.0
18.096,-67.2485,-0.05,0.0
18.096,-67.2299,-0.04,-0.01
18.096,-67.2113,-0.035,-0.01
18.114,-67.8245,-0.03,-0.23
18.114,-67.7687,-0.02,-0.23
18.114,-67.713,-0.02,-0.19
18.114,-67.6573,-0.03,-0.11
18.114,-67.6015,-0.03,-0.01
18.114,-67.5458,-0.04,0.07
18.114,-67.49,-0.07,0.12
18.114,-67.4715,-0.08,0.12
18.114,-67.4529,-0.08,0.12
18.114,-67.4343,-0.07,0.1
18.114,-67.3971,-0.04,0.015
18.114,-67.3786,-0.05,0.04
18.114,-67.36,-0.045,0.015
18.114,-67.3414,-0.05,0.025
18.114,-67.3228,-0.07,0.035
18.114,-67.3042,-0.08,0.03
18.114,-67.2857,-0.08,0.02
18.114,-67.2671,-0.055,0.01
18.114,-67.2485,-0.05,0.02
18.114,-67.2299,-0.04,0.0
18.114,-67.2113,-0.05,-0.01
18.132,-67.49,-0.08,0.08
18.132,-67.4529,-0.08,0.13
18.132,-67.4343,-0.07,0.1
18.132,-67.4157,-0.06,0.05
18.132,-67.3971,-0.06,0.04
18.132,-67.3786,-0.07,0.03
18.132,-67.36,-0.08,0.04
18.132,-67.3414,-0.08,0.02
18.132,-67.3228,-0.09,0.035
18.132,-67.3042,-0.09,0.02
18.132,-67.2857,-0.09,0.03
18.132,-67.2671,-0.08,0.02
18.132,-67.2485,-0.06,0.01
18.132,-67.2299,-0.05,-0.015
18.132,-67.2113,-0.04,-0.01
18.1499,-67.4529,-0.09,0.11
18.1499,-67.4343,-0.08,0.1
18.1499,-67.4157,-0.08,0.09
18.1499,-67.3971,-0.07,0.05
18.1499,-67.3786,-0.09,0.05
18.1499,-67.36,-0.1,0.05
18.1499,-67.3414,-0.11,0.05
18.1499,-67.3228,-0.1,0.02
18.1499,-67.3042,-0.1,0.01
18.1499,-67.2857,-0.09,0.01
18.1499,-67.2671,-0.08,0.01
18.1499,-67.2485,-0.06,0.0
18.1499,-67.2299,-0.04,-0.01
18.1499,-67.2113,-0.02,0.0
18.1679,-67.8245,-0.05,-0.16
18.1679,-67.7687,-0.05,-0.2
18.1679,-67.713,-0.05,-0.21
18.1679,-67.6573,-0.06,-0.12
18.1679,-67.6015,-0.08,-0.03
18.1679,-67.5458,-0.09,0.09
18.1679,-67.49,-0.1,0.13
18.1679,-67.4715,-0.13,0.1
18.1679,-67.4529,-0.1,0.14
18.1679,-67.4343,-0.09,0.11
18.1679,-67.4157,-0.09,0.09
18.1679,-67.3971,-0.09,0.08
18.1679,-67.3786,-0.08,0.05
18.1679,-67.36,-0.09,0.05
18.1679,-67.3414,-0.1,0.05
18.1679,-67.3228,-0.08,0.02
18.1679,-67.3042,-0.08,0.01
18.1679,-67.2857,-0.07,-0.01
18.1679,-67.2671,-0.06,0.0
18.1679,-67.2485,-0.05,-0.015
18.1679,-67.2299,-0.02,-0.01
18.1679,-67.2113,-0.03,0.0
18.1859,-67.5086,-0.15,0.07
18.1859,-67.4715,-0.13,0.14
18.1859,-67.4529,-0.12,0.15
18.1859,-67.4343,-0.10500000000000001,0.14
18.1859,-67.4157,-0.09,0.11
18.1859,-67.3971,-0.08,0.065
18.1859,-67.3786,-0.08,0.05
18.1859,-67.36,-0.08,0.05
18.1859,-67.3414,-0.08,0.05
18.1859,-67.3228,-0.07,0.04
18.1859,-67.3042,-0.07,0.01
18.1859,-67.2857,-0.06,-0.01
18.1859,-67.2671,-0.04,-0.03
18.1859,-67.2485,-0.03,-0.01
18.1859,-67.2299,0.0,-0.02
18.1859,-67.2113,0.06,-0.01
18.2039,-67.4715,-0.14,0.16
18.2039,-67.4529,-0.12,0.15
18.2039,-67.4343,-0.11,0.15
18.2039,-67.4157,-0.09,0.11
18.2039,-67.3971,-0.08,0.09
18.2039,-67.3786,-0.07,0.05
18.2039,-67.36,-0.06,0.04
18.2039,-67.3414,-0.05,0.04
18.2039,-67.3228,-0.04,0.03
18.2039,-67.3042,-0.04,0.01
18.2039,-67.2857,-0.03,-0.02
18.2039,-67.2671,-0.03,-0.04
18.2039,-67.2485,0.0,-0.03
18.2039,-67.2299,0.01,-0.01
18.2219,-67.8802,-0.07,-0.065
18.2219,-67.8245,-0.06,-0.1
18.2219,-67.7687,-0.07,-0.12
18.2219,-67.713,-0.09,-0.09
18.2219,-67.6573,-0.11,-0.06
18.2219,-67.6015,-0.12,0.02
18.2219,-67.5458,-0.12,0.1
18.2219,-67.49,-0.1,0.13
18.2219,-67.4529,-0.12,0.2
18.2219,-67.4343,-0.09,0.12
18.2219,-67.4157,-0.08,0.16
18.2219,-67.3971,-0.07,0.1
18.2219,-67.3786,-0.05,0.05
18.2219,-67.36,-0.04,0.03
18.2219,-67.3414,-0.03,0.03
18.2219,-67.3228,-0.04,0.0
18.2219,-67.3042,-0.02,-0.01
18.2219,-67.2857,-0.02,-0.03
18.2219,-67.2671,-0.04,-0.02
18.2219,-67.2485,-0.02,-0.02
18.2219,-67.2299,0.0,-0.01
18.2219,-67.2113,-0.04,-0.02
18.2398,-67.49,-0.1,0.25
18.2398,-67.4529,-0.1,0.17
18.2398,-67.4343,-0.08,0.18
18.2398,-67.4157,-0.06,0.12
18.2398,-67.3971,-0.06,0.07
18.2398,-67.3786,-0.04,0.06
18.2398,-67.36,-0.01,0.03
18.2398,-67.3414,-0.01,0.01
18.2398,-67.3228,-0.01,-0.01
18.2398,-67.3042,-0.01,-0.02
18.2398,-67.2857,-0.04,-0.04
18.2398,-67.2671,-0.04,-0.03
18.2398,-67.2485,-0.05,-0.01
18.2398,-67.2299,-0.07,0.02
18.2578,-67.4715,-0.08,0.17
18.2578,-67.4343,-0.05,0.14
18.2578,-67.4157,-0.04,0.1
18.2578,-67.3971,-0.04,0.07
18.2578,-67.3786,-0.02,0.04
18.2578,-67.36,0.0,0.02
18.2578,-67.3414,0.0,-0.01
18.2578,-67.3228,-0.01,-0.01
18.2578,-67.3042,-0.02,-0.025
18.2578,-67.2857,-0.04,-0.04
18.2578,-67.2671,-0.06,-0.03
18.2578,-67.2485,-0.065,-0.01
18.2578,-67.2299,-0.08,0.03
18.2758,-67.936,-0.08,-0.05
18.2758,-67.8802,-0.08,-0.06
18.2758,-67.8245,-0.08,-0.07
18.2758,-67.7687,-0.09,-0.06
18.2758,-67.713,-0.1,-0.01
18.2758,-67.6573,-0.12,0.04
18.2758,-67.6015,-0.12,0.09
18.2758,-67.5458,-0.11,0.11
18.2758,-67.49,-0.09,0.09
18.2758,-67.4529,-0.055,0.13
18.2758,-67.4343,-0.05,0.08
18.2758,-67.4157,-0.04,0.08499999999999999
18.2758,-67.3971,-0.02,0.06
18.2758,-67.3786,-0.02,0.01
18.2758,-67.36,0.0,0.0
18.2758,-67.3414,0.0,-0.02
18.2758,-67.3228,-0.02,-0.02
18.2758,-67.3042,-0.04,-0.03
18.2758,-67.2857,-0.04,-0.03
18.2758,-67.2671,-0.05,-0.02
18.2758,-67.2485,-0.06,0.0
18.2758,-67.2113,-0.05,0.0
18.2938,-67.4343,-0.05,0.11
18.2938,-67.4157,-0.03,0.07500000000000001
18.2938,-67.3971,-0.015,0.04
18.2938,-67.3786,-0.01,0.02
18.2938,-67.36,0.0,-0.03
18.2938,-67.3414,-0.01,-0.06
18.2938,-67.3228,-0.02,-0.05
18.2938,-67.3042,-0.04,-0.06
18.2938,-67.2857,-0.05,-0.03
18.2938,-67.2671,-0.07,-0.02
18.2938,-67.2485,-0.06,-0.01
18.3118,-67.4157,0.11,0.09
18.3118,-67.3971,0.0,0.05
18.3118,-67.3786,-0.01,0.01
18.3118,-67.36,-0.02,-0.04
18.3118,-67.3414,-0.04,-0.06
18.3118,-67.3228,-0.03,-0.065
18.3118,-67.3042,-0.03,-0.06
18.3118,-67.2857,-0.06,-0.07
18.3118,-67.2671,-0.08,-0.04
18.3297,-67.936,-0.06,-0.035
18.3297,-67.8802,-0.08,-0.09
18.3297,-67.8245,-0.1,-0.11
18.3297,-67.7687,-0.11,-0.06
18.3297,-67.713,-0.12,-0.03
18.3297,-67.6573,-0.13,0.02
18.3297,-67.6015,-0.12,0.05
18.3297,-67.5458,-0.11,0.03
18.3297,-67.49,-0.07,0.02
18.3297,-67.4343,-0.05,0.01
18.3297,-67.4157,-0.12499999999999999,-0.22999999999999998
18.3297,-67.3786,-0.02,-0.01
18.3297,-67.36,-0.07500000000000001,-0.135
18.3297,-67.3414,-0.13,-0.125
18.3297,-67.3228,-0.03,-0.04
18.3297,-67.3042,0.035,-0.125
18.3297,-67.2857,-0.05,-0.05
18.3297,-67.2671,-0.04,-0.03
18.3837,-67.8802,-0.06,0.11
18.3837,-67.8245,-0.11,-0.11499999999999999
18.3837,-67.7687,-0.12,-0.11
18.3837,-67.713,-0.15,-0.11499999999999999
18.3837,-67.6573,-0.18,-0.1
18.3837,-67.6015,-0.18,-0.06
18.3837,-67.5458,-0.14,-0.07
18.3837,-67.4343,-0.08,-0.05
18.3837,-67.3786,-0.05,-0.04
18.3837,-67.3228,0.0,-0.03
18.3837,-67.2671,-0.05,-0.03
18.4376,-67.7687,-0.19,-0.19
18.4376,-67.713,-0.15000000000000002,-0.05500000000000001
18.4376,-67.6573,-0.13,-0.09
18.4376,-67.6015,-0.06,0.11
18.4376,-67.5458,-0.09,0.01
18.4376,-67.49,-0.28,-0.25
